id,value
0,68130
1,8055
2,97874
3,23421
4,29557
5,83460
6,11832
7,34657
8,29486
9,83256
10,56055
11,25531
12,91
13,33958
14,60557
15,62993
16,27092
17,90678
18,72779
19,99196
20,54716
21,5703
22,26830
23,35052
24,72305
25,18384
26,23540
27,60022
28,76121
29,32655
30,41904
31,94661
32,73411
33,19692
34,27515
35,47692
36,97463
37,7509
38,6862
39,87751
40,32161
41,96784
42,57693
43,21464
44,2476
45,72706
46,25110
47,64134
48,73330
49,66397
50,10680
51,87072
52,13479
53,56217
54,77555
55,26497
56,23299
57,89242
58,8440
59,42914
60,95794
61,46256
62,25234
63,27017
64,78688
65,69790
66,29248
67,58435
68,32090
69,24054
70,49149
71,36974
72,31047
73,58068
74,90104
75,22574
76,45175
77,98832
78,62085
79,39760
80,38620
81,10101
82,27894
83,25184
84,72743
85,14122
86,52174
87,22678
88,61211
89,88644
90,51547
91,59299
92,22603
93,19574
94,42962
95,67910
96,99145
97,10846
98,62460
99,57159
100,61885
101,27384
102,79761
103,68055
104,2361
105,74483
106,65458
107,97859
108,18769
109,97493
110,77035
111,16631
112,40642
113,19400
114,17556
115,49538
116,222
117,20684
118,86594
119,48907
120,50998
121,5810
122,86778
123,33976
124,54279
125,93739
126,71368
127,33494
128,3221
129,16079
130,18314
131,26503
132,30376
133,5768
134,94506
135,40055
136,49624
137,11652
138,30266
139,29115
140,16252
141,79882
142,58589
143,33529
144,49984
145,1742
146,86265
147,79667
148,54931
149,39326
150,54711
151,70280
152,87698
153,5447
154,17205
155,85056
156,70312
157,92218
158,6188
159,96536
160,18174
161,13908
162,89376
163,91274
164,54866
165,54051
166,16680
167,74522
168,15475
169,84171
170,41254
171,28218
172,97969
173,52076
174,57467
175,86677
176,8216
177,21384
178,36212
179,92160
180,58383
181,80716
182,53661
183,93343
184,20751
185,30971
186,3430
187,53753
188,9390
189,2158
190,54122
191,44318
192,60650
193,47420
194,64247
195,4479
196,10122
197,11255
198,94826
199,69661
200,18485
201,71330
202,66245
203,79411
204,81562
205,8879
206,90474
207,146
208,70951
209,71363
210,72313
211,19200
212,90772
213,52874
214,14079
215,92746
216,3317
217,32728
218,76968
219,59162
220,71841
221,80735
222,49333
223,61549
224,92245
225,58845
226,47189
227,58362
228,37067
229,23170
230,25484
231,39485
232,14978
233,57836
234,10039
235,6589
236,56903
237,52676
238,69510
239,21262
240,75912
241,70471
242,34333
243,72102
244,12174
245,36266
246,35350
247,62906
248,66586
249,21217
250,78621
251,78048
252,47073
253,86503
254,94959
255,38278
256,78
257,99031
258,2754
259,20441
260,76473
261,29961
262,946
263,77978
264,85842
265,99538
266,65290
267,65585
268,26048
269,37275
270,55572
271,41022
272,36001
273,85227
274,54020
275,89843
276,8729
277,83901
278,45862
279,94667
280,19102
281,45313
282,21864
283,49631
284,66017
285,35738
286,29607
287,2800
288,2350
289,61911
290,25414
291,94538
292,27650
293,78757
294,82011
295,48260
296,48352
297,14145
298,88383
299,61453
300,68165
301,36760
302,37758
303,39500
304,57364
305,76848
306,37228
307,12602
308,63841
309,46428
310,88264
311,76960
312,71071
313,95492
314,81216
315,5372
316,78568
317,83791
318,18866
319,79570
320,78915
321,43981
322,34192
323,6819
324,32140
325,61253
326,95737
327,96739
328,92980
329,96952
330,318
331,90754
332,29485
333,39333
334,37271
335,56256
336,82455
337,73226
338,71052
339,80292
340,54361
341,22238
342,29713
343,23463
344,83687
345,32051
346,5625
347,23756
348,56029
349,31429
350,71804
351,72110
352,26848
353,28770
354,92285
355,16829
356,82406
357,76307
358,58199
359,92277
360,45217
361,61562
362,12585
363,8843
364,38240
365,66166
366,36422
367,85754
368,58106
369,65895
370,55954
371,56094
372,71787
373,32557
374,97135
375,24261
376,43440
377,38328
378,56842
379,10076
380,18545
381,56191
382,82477
383,70921
384,41004
385,96311
386,51701
387,53522
388,55525
389,17538
390,22236
391,90348
392,52383
393,5608
394,78045
395,22152
396,44603
397,15247
398,32635
399,97760
400,28593
401,32008
402,62889
403,74998
404,68448
405,21544
406,37476
407,22507
408,61437
409,98933
410,72806
411,1223
412,87552
413,68726
414,96428
415,86394
416,19594
417,57619
418,22878
419,76303
420,71877
421,85922
422,50212
423,22197
424,95450
425,1479
426,66805
427,5474
428,85633
429,30229
430,17451
431,82763
432,53699
433,81307
