id,value
0,83948
1,73863
2,50954
3,90668
4,27011
5,62570
6,39070
7,41127
8,56089
9,14992
10,50778
11,95499
12,60488
13,67687
14,97805
15,11434
16,70241
17,35076
18,16909
19,80982
20,91120
21,64552
22,45921
23,64647
24,75757
25,53252
26,44286
27,7946
28,75008
29,4335
30,88607
31,12893
32,55964
33,90536
34,67507
35,40819
36,43422
37,35846
38,72161
39,30087
40,40155
41,22344
42,28886
43,22490
44,8015
45,78539
46,48436
47,5529
48,46637
49,8016
50,72988
51,94242
52,89468
53,72727
54,86269
55,95902
56,47857
57,54003
58,14888
59,23657
60,73099
61,76132
62,89647
63,51048
64,73626
65,92324
66,54444
67,28367
68,19945
69,927
70,7394
71,13925
72,93439
73,80969
74,33829
75,8563
76,86840
77,10401
78,44125
79,20131
80,43931
81,57865
82,60601
83,26130
84,33989
85,19386
86,7243
87,47382
88,92461
89,5053
90,43574
91,93315
92,23577
93,67600
94,49745
95,90342
96,52858
97,4720
98,13745
99,58817
100,37900
101,60023
102,93601
103,61185
104,94335
105,93722
106,27564
107,4174
108,70561
109,93477
110,43464
111,41294
112,9584
113,48238
114,74788
115,88365
116,69234
117,13519
118,25496
119,34477
120,33083
121,55202
122,38204
123,3488
124,33500
125,70815
126,11053
127,97087
128,25609
129,52143
130,77477
131,29425
132,96301
133,71116
134,10007
135,45455
136,65992
137,42090
138,34389
139,384
140,42493
141,37989
142,43475
143,66004
144,16109
145,15161
146,81740
147,21189
148,43041
149,32435
150,30705
151,78451
152,50152
153,33493
154,63172
155,96236
156,8357
157,98541
158,49900
159,27481
160,64165
161,61156
162,96178
163,58986
164,89299
165,29305
166,57740
167,3280
168,6887
169,45669
170,35574
171,14890
172,79348
173,71769
174,77362
175,16334
176,97894
177,82790
178,19687
179,35644
180,96483
181,15611
182,89572
183,76856
184,24079
185,21193
186,46532
187,67655
188,48260
189,34329
190,87053
191,54262
192,30466
193,88690
194,52236
195,42615
196,8621
197,73157
198,76330
199,17069
200,46383
201,46634
202,88988
203,3066
204,59934
205,2859
206,37264
207,78606
208,13012
209,4137
210,24769
211,80864
212,78803
213,83541
214,74830
215,98936
216,3326
217,48755
218,12125
219,91406
220,69137
221,7612
222,22963
223,18376
224,50425
225,75268
226,98264
227,31533
228,71014
229,16052
230,85215
231,23006
232,25303
233,19215
234,73729
235,93995
236,98846
237,7109
238,22011
239,67550
240,30044
241,26793
242,81918
243,36357
244,87360
245,81580
246,19249
247,6041
248,97466
249,17800
250,36711
251,67250
252,48918
253,93806
254,98025
255,5631
256,13241
257,23228
258,20483
259,37856
260,70684
261,2535
262,50244
263,43960
264,1492
265,4165
266,59751
267,51504
268,5152
269,40775
270,9876
271,15469
272,39888
273,83646
274,737
275,29289
276,32569
277,48795
278,94634
279,97040
280,95256
281,48085
282,32098
283,94590
284,98736
285,39404
286,77830
287,48359
288,95719
289,99940
290,27099
291,64374
292,56739
293,89657
294,75181
295,47398
296,80383
297,68237
298,2496
299,60199
300,66093
301,78113
302,56329
303,86392
304,92582
305,8607
306,16380
307,76773
308,27842
309,11810
310,15834
311,78724
312,7700
313,49478
314,52267
315,70996
316,59110
317,12077
318,63416
319,52079
320,11583
321,66039
322,61682
323,59343
324,35630
325,53327
326,18212
327,28291
328,70568
329,88655
330,62519
331,36503
332,55764
333,73980
334,16794
335,15240
336,59118
337,77336
338,15428
339,53152
340,4528
341,3658
342,69744
343,61221
344,36116
345,18925
346,25506
347,15750
348,21137
349,75770
350,26529
